Name,Email,Category,Description,Instagram,Facebook,Twitter,Website,URL
Cricket (ICSM),medics.cricket@imperial.ac.uk,Sports,CSP Chair / President Events / Trips Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialmedicscc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cricket-icsm
Cross Country & Athletics,run@imperial.ac.uk,Sports,"The club welcomes all members, from beginners to international athletes, and you'll quickly find friends and training partners amongst our huge membership. We run frequent trips away to races and tours throughout the year - including overseas! - and organise our own student relay race in Hyde Park with teams from around the country. If competition's your thing, we take teams to LUCA and BUCS competitions for cross country, indoors and outdoors. We also have social runs every Wednesday and breakf",https://www.instagram.com/icrunning,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cross-country-athletics
Cybersecurity,cybersoc@imperial.ac.uk,Academic Related,"CyberSoc: Imperial's Cybersecurity Society You're someone interested in the field of Cybersecurity.Regardless of whether you're interested in CTFs and competitive glory, the theoretical details and real-world application, or if you're in it for the industry insights and networking opportunities.No matter if you're a complete beginner, somewhat experienced, or a seasoned cybersecurity expert: you're welcome here :) Our community can be found on Discord.We mirror key information on our Whatsapp.Ev",https://www.instagram.com/iccybersoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.discord.gg/invite/j9QrDEyCXh,https://www.imperialcollegeunion.org/activities/a-to-z/cybersecurity
Cycle Club (ICSM),icsmcyclelub@imperial.ac.uk,Sports,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cycle-club-icsm
Cycling,cycle@imperial.ac.uk,Sports,"Imperial’s official cycling club—weekly road and MTB rides, BUCS racing, bike park trips, and more. The only London uni club with proper mountain biking. Open to all levels. Join London’s premier university cycling club!We cater to all kinds of riders—road cyclists, mountain bikers, and track racers alike.Our weekly Wednesday Richmond Park laps are the heart of the club—easy to join, all levels welcome, and a great way to meet people. On Sundays, we head out for longer road rides into the countr",https://www.instagram.com/iccycling,https://www.facebook.com/groups/imperialcollegecyclingclub/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cycling
Cypriot,cypriotsoc@imperial.ac.uk,Cultural,"Of course, the aforementioned is just a glimpse, so join our society to find out more. Stay connected and informed by following us on Instagram (@icl_cysoc), LinkedIn (Imperial College London Cypriot Society) and joining our Facebook group. CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer Events / Trips Officer",https://www.instagram.com/icl_cysoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/cypriot
Czech & Slovak,czech.slovak@imperial.ac.uk,Cultural,CSP Chair / President CSP Vice Chair / President,https://www.instagram.com/imperialczsk,https://www.facebook.com/imperialczsk/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/czech-slovak
Dance (ICSM),icsmsu.dance@imperial.ac.uk,ICSM,"This year we have classes in Contemporary, Ballet, Heels and Commercial Jazz! Classes are taught in a relaxed environment to help you build up confidence, develop technique and keep fit. We perform at a number of exciting events throughout the year varying from shows to competitions! Aside from this, we have plenty of socials too including theatre visits, game nights, bar nights, sports nights, brunches and, of course, our annual tour! We also have an Academic Officer on hand to provide Medics a",https://www.instagram.com/icsmdance,https://www.facebook.com/ICSMDance,https://www.twitter.com/icsm_dance,https://www.tiktok.com/@icsm_dance,https://www.imperialcollegeunion.org/activities/a-to-z/dance-icsm
Dance - Funkology,funkology@imperial.ac.uk,Arts & Entertainment,"Funkology is a street dance society at Imperial. Established in 2003, we experiment with different dance styles and strive to create a safe space for anyone who is interested in dancing, to enjoy the fun of dance and meet new friends.Our weekly classes, happening on Tuesday, are taught by professional dancers/choreographers which are experts in different styles. We offer classes of different levels and styles - you will find a classes suitable for you even if you haven't danced before!We also ha",https://www.instagram.com/icufunkology,https://www.facebook.com/FunkologyCrew,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/dance-funkology
Dance Club,dance@imperial.ac.uk,Arts & Entertainment,"With dancing being one of the best ways of staying active, IC Dance Club offers Ballroom (Waltz, Tango, Viennese Waltz, Foxtrot, Quickstep), Latin (Cha Cha, Samba, Rumba, Paso Doble, Jive), Salsa, and Bachata classes and socials fostered in a passionate environment with club spirit at its heart. With over 250 members, we offer classes for all skill levels, so whether you’re a complete beginner or think you’re at the top of your game, we have something for you 😁 Join the Ballroom & Latin Team an",https://www.instagram.com/dancers_of_imperial,https://www.facebook.com/ImperialCollegeDanceClub,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/dance-club
Dance Company,dancecompany@imperial.ac.uk,Arts & Entertainment,"As well as this, we hold auditions for both intermediate and advanced teams for each style. These teams compete at various competitions across the UK, representing not just the society, but Imperial as well. Last year we attended University of Southampton and University of Manchester competitions, obtaining numerous awards across all disciplines. We also have other performance opportunities for all society members, not just those in teams, including the Christmas showcase, Dance Imperial show, a",https://www.instagram.com/icdancecompany,https://www.facebook.com/ICUDanceCompany,https://www.twitter.com/ICDanceCompany,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/dance-company
Data Science,icdss@imperial.ac.uk,Academic Related,"With a student reach across all major departments, the Imperial College Data Science Society (ICDSS) promotes data science awareness amongst the student body. The combination of data science and big data has been shifting the paradigm of many fields including but not limited to drug discovery, investment, and business strategy. ICDSS’s goal is to equip all interested students with key data science skills and bridge the gap between industry and academia. We do this by providing students with indu",https://www.instagram.com/icunion/,https://www.facebook.com/icdatasoc,https://www.twitter.com/icdatasoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/data-science
Debating,debate@imperial.ac.uk,Academic Related,"If you're interested in debating even the slightest, pop on over to one of our free weekly sessions, held on Tuesdays and Thursdays at 18:30 in the Sir Alexander Fleming Building (Room 120). We hope to see you there! CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/debating
Dermatology (ICSM),dermatology.society@imperial.ac.uk,ICSM,"Dermatology society is the perfect society for you if you want to learn more about what it means to be a Dermatologist. It is also a great society if you are unsure on what to specialise in in the future and want to explore. Through our events, you will gain opportunities to network and connect with others interested or in the field of Dermatology. We have a variety of events running every year including: - Academic tutorials on Dermatology for exams - Career talks on the Dermatology specialty p",https://www.instagram.com/icunion/,https://www.facebook.com/icsmdermsoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/dermatology-icsm
Design Engineering,dessoc@imperial.ac.uk,Departmental,"The world is changing, we need engineers who put people first, are able to think creatively to solve the challenges of our time and can make the most of the amazing opportunities for innovation. We believe that Design Engineering is the fusion of design thinking, engineering knowledge and practice within a culture of innovation and enterprise. We are the Design Engineering Society, the departmental society for the Dyson School of Design Engineering. We run a series of events throughout the year ",https://www.instagram.com/imperialdessoc,https://www.facebook.com/ImperialDesSoc,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/design-engineering
Developer Student Club,union@imperial.ac.uk,Academic Related,"Over the first chapter in 2022, our community has grown to over 400 members, reinforcing our commitment to expanding tech literacy. Our extensive pipeline of events include: •	Workshops: Designed to impart hands-on tech skills and learn as a community. •	DSC AI Summit: An arena for data enthusiasts to wrangle with real-world challenges. •	Guest Sessions: Invitations to industry professionals who bring with them a wealth of experience and pioneering insights. •	GDG Academy Mentorship Program: Bui",https://www.instagram.com/gdscimperial,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/developer-student-club
DJ & Production,music.tech@imperial.ac.uk,Arts & Entertainment,What we have to offer: Join the whatsapp community: https://chat.whatsapp.com/FZpyL9eTfSxEjOjBahr5B4 CSP Chair / President,https://www.instagram.com/@imperialcollegedjs,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/dj-production
DoCSoc,docsoc@imperial.ac.uk,Departmental,"To keep you on your toes, we run tons of tech talks from the likes of Meta, Bloomberg, Google, Palantir, and more. In the past we’ve hosted talks and workshops centred around machine learning, blockchain technology and sentiment analysis, to name a few examples. We also host workshops centred around learning particular technologies such as Docker or React Native. Or join us at our annual flagship hackathon, IC Hack, where the best innovators from Imperial and beyond gather to build some extremel",https://www.instagram.com/ICDoCSoc,https://www.facebook.com/ICDocSoc,https://www.twitter.com/ICDoCSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/docsoc
Doctorpreneurs,doctorpreneurs@imperial.ac.uk,ICSM,"We bring together like minded individuals and facilitate networking opportunities with those successful, passionate and well-connected in the field through our social evenings and annual conference. Join our mailing list today to find out more. CSP Chair / President",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/doctorpreneurs
Dodgeball,dodgeball@imperial.ac.uk,Sports,"You may have seen the film, or played it in PE, but Dodgeball is one of the country’s fastest-growing sports, and Imperial Dodgeball, ICL's Club of the Year 2023, is at the eye of the storm. After 16 years of growth, we’ve learned Dodgeball is simple, addictive, competitive, and most importantly, fun. We hold weekly training sessions in Ethos on Tuesday and Friday, and have been recognised for our work on inclusion, especially with newcomers and women. Here you can prepare for British Dodgeball ",https://www.instagram.com/imperialdodgeball,https://www.facebook.com/imperialwolverines,https://www.twitter.com/icdodgeball,https://www.youtube.com/UCoxlR_Rv0SO_8GKOGfW0-qQ,https://www.imperialcollegeunion.org/activities/a-to-z/dodgeball
Drama (ICSM),imdrama@imperial.ac.uk,ICSM,"From backstage to costumes, acting, writing and directing, ICSM Drama welcomes anyone with an interest in theatre. This year, we're taking on 'The Good Doctor' based on the works of Chekhov for our Autumn performance, and then hitting the stage again in Spring for our Main Production, which is written by one of our own members! We also have smaller productions throughout the year like our One-Week-Play (a play we put together and rehearse in just one week!). We even have a play dedicated just to",https://www.instagram.com/icsmdrama,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/drama-icsm
DramSoc,dramsoc@imperial.ac.uk,Arts & Entertainment,"We do everything related to theatre: acting, set, costume, lighting, sound, writing, stage management, directing, production, and more. There’s plenty to get involved in! DramSoc own and operate the full range of state-of-the-art entertainment equipment, and our technical team run events across college, from MTSoc shows to Summer Ball. We take pride in training our members as theatre technicians, actors and directors. We run weekly workshops, including backstage tours, improvisation, set-buildin",https://www.instagram.com/ic_dramsoc,https://www.facebook.com/dramsoc,https://www.twitter.com/ICDramSoc,http://dramsoc.org/,https://www.imperialcollegeunion.org/activities/a-to-z/dramsoc
Economics,economics@imperial.ac.uk,Academic Related,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/groups/413420615392453/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/economics
EFDS Soc,union@imperial.ac.uk,Departmental,CSP Chair / President CSP Vice Chair / President Events / Trips Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/efds-soc
Effective Altruism,effectivealtruism@imperial.ac.uk,Academic Related,"This is important since some problems in the world are far more pressing than others and some solutions to them are enormously more effective than others. Some examples of problems the community has worked on include preventing malaria in the developing world, ending animal factory farming, and protecting the long-term future from global catastrophic risks including pandemics or misaligned advanced AI. Our society focuses on supporting students interested in careers that have a large positive im",https://www.instagram.com/eaimperial,https://www.facebook.com/EffectiveAltruismImperial/,https://twitter.com/icunion,https://www.effectivealtruism.org/articles/introduction-to-effective-altruism,https://www.imperialcollegeunion.org/activities/a-to-z/effective-altruism
Electrical Engineering,eesoc@imperial.ac.uk,Departmental,"We kick off the year with our Mums and Dads scheme, pairing freshers with seasoned second, third, and fourth-years to help them settle in. From there, you can look forward to a variety of socials, from bar nights (think Sushisamba and mini golf) to pub crawls and black-tie dinners. But we offer much more than just social events. We also host industry talks with leading companies, our renowned Careers Fair, and career panels — each designed to connect you with potential employers and industry lea",https://www.instagram.com/eesoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/electrical-engineering
Endocrinology,endosoc@imperial.ac.uk,ICSM,"🔥 What's in Store for 2023-24: 📚 Educational Extravaganza: In the previous academic year, we set the stage with a sensational tutorial series for first and second-year BMB and MBBS students, receiving rave reviews and participation. But this year, brace yourself as we level up! We're expanding to create a tutorial series meticulously tailored to the clinical curriculum for our third-year MBBS students. Get ready to elevate your knowledge to new heights! 🎙️ Epic Conferences: February brought u",https://www.instagram.com/icsmendosoc,https://www.facebook.com/Imperial-College-Endocrinology-Society-102778818146464,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/endocrinology
Energy,energysociety@imperial.ac.uk,Academic Related,"We are a student group open to anyone interested in the energy sector. The society aims to provide its members with the insight, skills and network to develop successful careers in energy-related industries. Members will be able to take part in various events throughout the year - Great opportunity to work on a real-life project, which is run in partnership with energy companies. Themes for this year include geothermal, nuclear fusion, and storage technology. Talks and networking events are host",https://www.instagram.com/energyicl,https://www.facebook.com/pages/Imperial-College-London-Energy-Society/150924101621163,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/energy
Engineers Without Borders UK,EngineersWithoutBordersUK@imperial.ac.uk,Academic Related,"We are Engineers Without Borders UK - a global collective of people that want to radically change the way we view and practice engineering. Traditionally, advancements in our fields have often been for the primary purpose of profit. The world of the future cannot be built with this as our central motive. What we need is highly-skilled, innovative and ethical engineers who put global responsibility as their core value. This is where EWB comes in. Using our ethos: “Inspire, Upskill, Drive Change”,",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.ewb-uk.org/,https://www.imperialcollegeunion.org/activities/a-to-z/engineers-without-borders-uk
ENT ( Ear Nose and Throat) Society,ENTsoc@imperial.ac.uk,ICSM,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/ent-ear-nose-and-throat-society
Entrepreneurs,entrepreneurs@imperial.ac.uk,Academic Related,"Welcome to Imperial Entrepreneurs! No matter what course you are in - if you have an idea, want to share it, learn how to make it real or simply meet ambitious individuals, join us! We aim to give our society members a solid understanding of the process each start-up founder needs to go through to turn their idea into reality. Our objective is to host events related to innovation and entrepreneurship and allow you to find your co-founder through one of our events. This year, we are excited to pr",https://www.instagram.com/imperialentrepreneurs,https://www.facebook.com/imperialentrepreneurs,https://twitter.com/icunion,https://chat.whatsapp.com/JPQKn3Hxopo1dGWJEd8DUq,https://www.imperialcollegeunion.org/activities/a-to-z/entrepreneurs
Environmental,esoc@imperial.ac.uk,Academic Related,"Does the hustling London life make you want to slow down and enjoy nature? Are you anxious about the climate crisis we are currently facing? Do you want to have a more sustainable and green lifestyle? Come join ESoc! Join us at our very own secret garden for weekly gardening sessions where we grow fruit, vegetables, flowers, or simply come and chat with other members. Have a go at taking care of our lovely beehives at our beekeeping workshops during spring and summer. You don't need any experien",https://www.instagram.com/icl_environmental_society,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/environmental
Erasmus Student Network - ESN,erasmus@imperial.ac.uk,Cultural,"ERASMUS Club is for all exchange students visiting Imperial, all Imperial students going on exchange, and in fact, anyone really! We run activities and events for members throughout the year. It's your chance to get to know a little more about the UK and some of its traditions, as well as fellow exchange students. In addition to organising weekly events and huge parties, the Erasmus committee will help you get to know each other, London, and the whole of Britain! Previous events included pub cra",https://www.instagram.com/icunion/,https://www.facebook.com/erasmusimperial/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/erasmus-student-network-esn
Estonian,union@imperial.ac.uk,Cultural,"Come and join! Over the course of the year, we organise various events, such as sauna nights with other societies and Estonian gatherings with Estonian students from all over the UK. Definitely not something to miss! Contact our committee members to get into EstSoc Whatsapp and Messenger chats! CSP Chair / President",https://www.instagram.com/ICEstSoc,https://www.facebook.com/ICEstSoc,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/estonian
European Society,european.society@imperial.ac.uk,Cultural,"Hey everyone! A warm welcome from the European Society! Our objective is to bring all Imperial students with an interest for Europe together. We want to think about the large issues that concern us all, through policy discussions, speaker events and visits to European or national institutions. We're also here to foster a sense of community, so you can expect many informal socials! What's more, we want to act as a hub enhancing collaboration and facilitating joint (fun) events between the nationa",https://www.instagram.com/iceuropean,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/european-society
Fashion & Design,fashionsoc@imperial.ac.uk,Arts & Entertainment,"In 2024 we will again be holding our biggest event: the Imperial College Charity Fashion Show. ICCFS is going to be the biggest event this year - showcasing the fleekest trends, hottest acts and the sexiest models. Watch out for our models' auditions! If you are interested in organizing or backstage roles, please reach out as we still have a few positions to fill! CSP Chair / President",https://www.instagram.com/ic_fad,https://www.facebook.com/ic.fashionanddesign/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/fashion-design
Felix,felix@imperial.ac.uk,Arts & Entertainment,"In our pages, you will find news, investigations, opinion, and reviews on a wide variety of different topics, ranging from the environment and science, to music and the arts. Felix was first published on 9th December 1949. Since then, the paper has gone on to win national awards and break stories that have ended up in the national news. Our contributors – all former Imperial students – have achieved acclaim working for publications such as the BBC and the Financial Times. If print isn’t your pre",https://www.instagram.com/felix_imperial,https://www.facebook.com/imperialcollegeunion,https://www.twitter.com/feliximperial,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/felix
Fellwanderers (Imperial Hiking Society),fellsoc@imperial.ac.uk,Outdoor,"One of London's greatest features is how easy it is to leave. When the smog and bustle of the city gets too much, join us to see Britain's wilder side, with plenty of weird and wonderful conversations along the way. We make a trip every week, mixing fast day hikes to nearby scenic spots such as the Chiltern Hills, Seven Sisters, and even the Peak District, with a few weekend trips to Dartmoor and Snowdonia.We also have end-of-term tours farther afield to the rugged heights of the Lake District o",https://www.instagram.com/icfellwanderers,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/fellwanderers-imperial-hiking-society
Feminist,feminist@imperial.ac.uk,Community,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/ICFemSoc,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/feminist
FemTech,FemTech@imperial.ac.uk,ICSM,"The only FemTech society in London Femtech is a rapidly booming industry that focuses on the research and development of products, technology & services to improve women’s health. Throughout history, women have always been excluded from medical trials and long-term studies due to factors such as menstruation and pregnancy. This has led to a huge gender health gap, which still persists today, whereby women are often misdiagnosed and mistreated due to the lack of understanding of the difference in",https://www.instagram.com/imperialcollege_femtech,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/femtech
Fencing,fencing@imperial.ac.uk,Sports,"We fence each of the three weapons: foil, épée, and sabre, with coached training sessions in Ethos on Mondays 6-8pm (épée and sabre coaching) and Tuesdays 8-10pm (foil coaching). If you need kit you must fill in a form before you attend the session! A link to the form will be sent out weekly. We have plenty of BUCS squads with 3 Men's teams and 2 Women's teams, allowing fencers to compete at all levels. Novice and intermediate fencers have the opportunity to compete at tournaments with others of",https://www.instagram.com/ic_fencing,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/fencing
Filipino Society,filipinosociety@imperial.ac.uk,Cultural,"Overall, our aim as a society is to help provide a fun and loving atmosphere for everyone with positive vibes only! So what are you waiting for? Join the ICL Filipino society today!!! CSP Chair / President CSP Vice Chair / President Communications / Publications Officer",https://www.instagram.com/iclfilipinosoc,https://www.facebook.com/groups/icfilipinosoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/filipino-society
Filmsoc,film@imperial.ac.uk,Hobbies,"We show a wide range of films both new and old, from hidden gems to timeless classics and from all over the world. For the membership fee of only £6 we're willing to offer a lot. You will have access to free twice-weekly screenings at college curated by our committee with snacks, and on top of this will be able to buy discounted tickets to Filmsoc trips and events, making use of the exciting city we are a part of. Sounds like a good deal to us! Events from previous years have ranged from classic",https://www.instagram.com/filmsoc.ic,https://www.facebook.com/groups/ImperialFilmSoc/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/filmsoc
Finance,finsoc@imperial.ac.uk,Academic Related,"Our events are aimed at providing our members with information about job opportunities in the City, a chance to talk to and network with industry contacts, and information useful for succeeding in your later career. We also hope to give members a chance to learn about what a job in the industry consists of, and if it's something that they'd be interested in pursuing. We specifically promote roles in investment banks, accountancy firms, private equity, hedge funds, and investment managers, and su",https://www.instagram.com/ic.finsoc,https://www.facebook.com/imperialfinancesociety,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/finance
First Aid,1aidsoc@imperial.ac.uk,Academic Related,"At Imperial College First Aid Society (ICFAS), we’ll make sure you never have to wonder again! Every week, we run interactive first aid sessions that teach you the vital skills to stay calm, confident, and capable when it matters most. You’ll learn how to save lives, handle emergencies, and make a real difference! Want to take it even further? Through ICFAS, you can put your skills into action by becoming a volunteer First Aider with St John Ambulance, where the possibilities are endless. You wi",https://www.instagram.com/imperialfirstaidsoc,https://www.facebook.com/ImperialLINKS,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/first-aid
Football - Mens,men.football@imperial.ac.uk,Sports,"Regardless of your ability level, age or personality, there is a place within our club for everyone who shares the love of the beautiful game! All of our 11-a-side teams compete in the London University (LUSL) leagues and cups, with the top four teams also competing nationally in BUCS leagues and cups. Our home ground is Harlington Sports Ground (Fortress Harlington), where we train on Monday and Thursday nights and play on Wednesdays and Saturdays. There is a rich history of success in the club",https://www.instagram.com/icuafc,https://www.facebook.com/ICUAFC,https://www.twitter.com/ICUAFC,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/football-mens
Football - Mens (ICSM),medics.football@imperial.ac.uk,Sports,CSP Chair / President,https://www.instagram.com/icsmfc/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/football-mens-icsm
Football - Mens (RSM),rsmfootball@imperial.ac.uk,Sports,"In addition, members get to take part in the prestigious Bottle Match versus the lowly CSM - something that all RSM teams get to look forward to, with an atmosphere fitting for the 2nd oldest varsity match in the world. With games Saturday and Wednesday most weeks there is always the need for depth in the squad and with several players leaving us this year there is no reason not to give us a go. Any player, RSM or not, is welcome and you'll get the chance to take part in Freshers Training at the",https://www.instagram.com/rsmafc,https://www.facebook.com/Search,https://www.twitter.com/rsmafc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/football-mens-rsm
Football - Womens,ladiesfootball@imperial.ac.uk,Sports,"More than just a club, ICWFC is home for anyone at Imperial with an interest in football.We’re a family that welcomes everyone—whether you’ve played for years or are completely new to the sport. With four 11-a-side teams and a competitive futsal team, there's a place for every ability level, from high-level players to total beginners. Don’t let being new put you off—we’re all about giving everyone the chance to get involved and grow. For many of our members, ICWFC is a highlight of their univers",https://www.instagram.com/icwfc,https://www.facebook.com/icwomensfootball,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/football-womens
Football - Womens (ICSM),medics.wfootball@imperial.ac.uk,Sports,"Our socials also rival many clubs - Brunches, cocktails, bowling, laser-tag our year is filled with FUN. We also have non-drinking socials regularly and there is never pressure to drink. Our sports nights are the highlight of everyone’s week! We pride ourselves on creating an inclusive club where everyone feels comfortable and welcome. Our goal is to make everyone feel that they can be themselves and part of our family. Along with all these events we also have two mini tours in the year: Girls T",https://www.instagram.com/icunion/,https://www.facebook.com/IMWFC/,https://www.twitter.com/iimwfc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/football-womens-icsm
Forensics and Criminology,union@imperial.ac.uk,Academic Related,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/forensics-and-criminology
